order,Vp,numberOfTurn,turnHistory
"A0,A1,A2,A3,A4,A5",0.15384615384615385,4,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_2': '13', 'agent_3': None, 'agent_4': '12', 'agent_5': '17'}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_2': None, 'agent_3': None, 'agent_4': '14', 'agent_5': '46'}], 'turn 2': [{'agent_0': '42', 'agent_1': '5', 'agent_2': None, 'agent_3': None, 'agent_4': None, 'agent_5': None}], 'turn 3': [{'agent_0': None, 'agent_1': None, 'agent_2': None, 'agent_3': None, 'agent_4': None, 'agent_5': None}]}"
"A0,A1,A2,A3,A5,A4",0.16,6,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_2': '13', 'agent_3': None, 'agent_5': None, 'agent_4': '12'}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_2': None, 'agent_3': None, 'agent_5': '17', 'agent_4': '14'}], 'turn 2': [{'agent_0': '42', 'agent_1': None, 'agent_2': None, 'agent_3': None, 'agent_5': '46', 'agent_4': '15'}], 'turn 3': [{'agent_0': '47', 'agent_1': None, 'agent_2': None, 'agent_3': '48', 'agent_5': None, 'agent_4': '3'}], 'turn 4': [{'agent_0': '50', 'agent_1': None, 'agent_2': '19', 'agent_3': None, 'agent_5': None, 'agent_4': None}], 'turn 5': [{'agent_0': None, 'agent_1': None, 'agent_2': None, 'agent_3': None, 'agent_5': None, 'agent_4': None}]}"
"A0,A1,A2,A4,A3,A5",0.15384615384615385,4,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_2': '13', 'agent_4': '12', 'agent_3': None, 'agent_5': '17'}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_2': None, 'agent_4': '14', 'agent_3': None, 'agent_5': '46'}], 'turn 2': [{'agent_0': '42', 'agent_1': '5', 'agent_2': None, 'agent_4': None, 'agent_3': None, 'agent_5': None}], 'turn 3': [{'agent_0': None, 'agent_1': None, 'agent_2': None, 'agent_4': None, 'agent_3': None, 'agent_5': None}]}"
"A0,A1,A2,A4,A5,A3",0.15384615384615385,4,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_2': '13', 'agent_4': '12', 'agent_5': '17', 'agent_3': None}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_2': None, 'agent_4': '14', 'agent_5': '46', 'agent_3': None}], 'turn 2': [{'agent_0': '42', 'agent_1': '5', 'agent_2': None, 'agent_4': None, 'agent_5': None, 'agent_3': None}], 'turn 3': [{'agent_0': None, 'agent_1': None, 'agent_2': None, 'agent_4': None, 'agent_5': None, 'agent_3': None}]}"
"A0,A1,A2,A5,A3,A4",0.16,6,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_2': '13', 'agent_5': None, 'agent_3': None, 'agent_4': '12'}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_2': None, 'agent_5': '17', 'agent_3': None, 'agent_4': '14'}], 'turn 2': [{'agent_0': '42', 'agent_1': None, 'agent_2': None, 'agent_5': '46', 'agent_3': None, 'agent_4': '15'}], 'turn 3': [{'agent_0': '47', 'agent_1': None, 'agent_2': None, 'agent_5': None, 'agent_3': '48', 'agent_4': '3'}], 'turn 4': [{'agent_0': '50', 'agent_1': None, 'agent_2': '19', 'agent_5': None, 'agent_3': None, 'agent_4': None}], 'turn 5': [{'agent_0': None, 'agent_1': None, 'agent_2': None, 'agent_5': None, 'agent_3': None, 'agent_4': None}]}"
"A0,A1,A2,A5,A4,A3",0.16,6,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_2': '13', 'agent_5': None, 'agent_4': '12', 'agent_3': None}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_2': None, 'agent_5': '17', 'agent_4': '14', 'agent_3': None}], 'turn 2': [{'agent_0': '42', 'agent_1': None, 'agent_2': None, 'agent_5': '46', 'agent_4': '15', 'agent_3': '48'}], 'turn 3': [{'agent_0': '47', 'agent_1': None, 'agent_2': None, 'agent_5': None, 'agent_4': '3', 'agent_3': None}], 'turn 4': [{'agent_0': '50', 'agent_1': None, 'agent_2': '19', 'agent_5': None, 'agent_4': None, 'agent_3': None}], 'turn 5': [{'agent_0': None, 'agent_1': None, 'agent_2': None, 'agent_5': None, 'agent_4': None, 'agent_3': None}]}"
"A0,A1,A3,A2,A4,A5",0.15384615384615385,4,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_3': '12', 'agent_2': None, 'agent_4': '13', 'agent_5': '17'}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_3': None, 'agent_2': None, 'agent_4': '14', 'agent_5': '46'}], 'turn 2': [{'agent_0': '42', 'agent_1': '5', 'agent_3': None, 'agent_2': None, 'agent_4': None, 'agent_5': None}], 'turn 3': [{'agent_0': None, 'agent_1': None, 'agent_3': None, 'agent_2': None, 'agent_4': None, 'agent_5': None}]}"
"A0,A1,A3,A2,A5,A4",0.16,6,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_3': '12', 'agent_2': None, 'agent_5': None, 'agent_4': '13'}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_3': None, 'agent_2': None, 'agent_5': '17', 'agent_4': '14'}], 'turn 2': [{'agent_0': '42', 'agent_1': None, 'agent_3': None, 'agent_2': None, 'agent_5': '46', 'agent_4': '15'}], 'turn 3': [{'agent_0': '47', 'agent_1': None, 'agent_3': '48', 'agent_2': None, 'agent_5': None, 'agent_4': '3'}], 'turn 4': [{'agent_0': '50', 'agent_1': None, 'agent_3': None, 'agent_2': '19', 'agent_5': None, 'agent_4': None}], 'turn 5': [{'agent_0': None, 'agent_1': None, 'agent_3': None, 'agent_2': None, 'agent_5': None, 'agent_4': None}]}"
"A0,A1,A3,A4,A2,A5",0.15384615384615385,4,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_3': '12', 'agent_4': '13', 'agent_2': None, 'agent_5': '17'}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_3': None, 'agent_4': '14', 'agent_2': None, 'agent_5': '46'}], 'turn 2': [{'agent_0': '42', 'agent_1': '5', 'agent_3': None, 'agent_4': None, 'agent_2': None, 'agent_5': None}], 'turn 3': [{'agent_0': None, 'agent_1': None, 'agent_3': None, 'agent_4': None, 'agent_2': None, 'agent_5': None}]}"
"A0,A1,A3,A4,A5,A2",0.15384615384615385,4,"{'turn 0': [{'agent_0': '11', 'agent_1': '1', 'agent_3': '12', 'agent_4': '13', 'agent_5': '17', 'agent_2': None}], 'turn 1': [{'agent_0': None, 'agent_1': '4', 'agent_3': None, 'agent_4': '14', 'agent_5': '46', 'agent_2': None}], 'turn 2': [{'agent_0': '42', 'agent_1': '5', 'agent_3': None, 'agent_4': None, 'agent_5': None, 'agent_2': None}], 'turn 3': [{'agent_0': None, 'agent_1': None, 'agent_3': None, 'agent_4': None, 'agent_5': None, 'agent_2': None}]}"
