order,Vp,numberOfTurn,0,1
"A0,A1",0.17142857142857143,7,"['agent_0', True, {1: '1', 2: '10', 3: '12', 4: '14', 5: '15', 6: None, 7: None}, 5, 44, 40]","['agent_1', False, {1: '11', 2: None, 3: None, 4: '44', 5: '47', 6: '48', 7: None}, 4, 21, 6]"
"A1,A0",0.17142857142857143,7,"['agent_0', True, {1: '1', 2: '10', 3: '14', 4: '15', 5: None, 6: None, 7: None}, 4, 44, 40]","['agent_1', False, {1: '11', 2: '12', 3: None, 4: '44', 5: '47', 6: '48', 7: None}, 5, 21, 6]"
