order,Vp,numberOfTurn,0,1
"A0,A1",0.15789473684210525,8,"['agent_0', True, {1: '1', 2: '11', 3: '12', 4: '15', 5: '2', 6: '3', 7: None, 8: None}, 6, 39, 30]","['agent_1', False, {1: '10', 2: None, 3: None, 4: '17', 5: '39', 6: '48', 7: '50', 8: None}, 5, 13, 7]"
"A1,A0",0.15789473684210525,8,"['agent_0', True, {1: '1', 2: '11', 3: '15', 4: '2', 5: '3', 6: None, 7: None, 8: None}, 5, 39, 30]","['agent_1', False, {1: '10', 2: '12', 3: None, 4: '17', 5: '39', 6: '48', 7: '50', 8: None}, 6, 13, 7]"
