order,Vp,numberOfTurn,0,1
"A0,A1",0.2,3,"['agent_0', True, {1: '1', 2: '11', 3: None}, 2, 28, 18]","['agent_1', True, {1: '10', 2: '3', 3: None}, 2, 21, 8]"
"A1,A0",0.2,3,"['agent_0', True, {1: '10', 2: '2', 3: None}, 2, 28, 18]","['agent_1', True, {1: '1', 2: '11', 3: None}, 2, 21, 8]"
