order,Vp,numberOfTurn,0,1
"A0,A1",0.16666666666666666,4,"['agent_0', True, {1: '1', 2: '10', 3: None, 4: None}, 2, 34, 23]","['agent_1', True, {1: '11', 2: '12', 3: '13', 4: None}, 3, 25, 11]"
"A1,A0",0.16666666666666666,4,"['agent_0', True, {1: '1', 2: '10', 3: None, 4: None}, 2, 34, 23]","['agent_1', True, {1: '11', 2: '12', 3: '13', 4: None}, 3, 25, 11]"
