order,Vp,numberOfTurn,0,1
"A0,A1",0.14285714285714285,5,"['agent_0', True, {1: '1', 2: '11', 3: None, 4: None, 5: None}, 2, 27, 15]","['agent_1', True, {1: '10', 2: '12', 3: '13', 4: '14', 5: None}, 4, 48, 45]"
"A1,A0",0.14285714285714285,5,"['agent_0', True, {1: '1', 2: '11', 3: None, 4: None, 5: None}, 2, 27, 15]","['agent_1', True, {1: '10', 2: '12', 3: '13', 4: '14', 5: None}, 4, 48, 45]"
