order,Vp,numberOfTurn,0,1
"A0,A1",0.14285714285714285,5,"['agent_0', True, {1: '11', 2: '14', 3: None, 4: None, 5: None}, 2, 24, 14]","['agent_1', True, {1: '1', 2: '10', 3: '2', 4: '3', 5: None}, 4, 36, 29]"
"A1,A0",0.14285714285714285,5,"['agent_0', True, {1: '11', 2: '14', 3: None, 4: None, 5: None}, 2, 24, 14]","['agent_1', True, {1: '1', 2: '10', 3: '2', 4: '3', 5: None}, 4, 36, 29]"
