order,Vp,numberOfTurn,0,1
"A0,A1",0.14285714285714285,5,"['agent_0', True, {1: '1', 2: '10', 3: '11', 4: '12', 5: None}, 4, 51, 50]","['agent_1', True, {1: '13', 2: '14', 3: None, 4: None, 5: None}, 2, 17, 8]"
"A1,A0",0.14285714285714285,5,"['agent_0', True, {1: '1', 2: '10', 3: '11', 4: '12', 5: None}, 4, 51, 50]","['agent_1', True, {1: '13', 2: '14', 3: None, 4: None, 5: None}, 2, 17, 8]"
