order,Vp,numberOfTurn,0,1,2,3,4
"A0,A1,A2,A3,A4",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '1', 2: '14', 3: None}, 2, 37, 34]","['agent_2', True, {1: '10', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '12', 2: None, 3: None}, 1, 38, 33]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 40, 34]"
"A0,A1,A2,A4,A3",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '1', 2: '14', 3: None}, 2, 37, 34]","['agent_2', True, {1: '10', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '13', 2: None, 3: None}, 1, 38, 33]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 40, 34]"
"A0,A1,A3,A2,A4",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '1', 2: '14', 3: None}, 2, 37, 34]","['agent_2', True, {1: '13', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '10', 2: None, 3: None}, 1, 38, 33]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 40, 34]"
"A0,A1,A3,A4,A2",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '1', 2: '14', 3: None}, 2, 37, 34]","['agent_2', True, {1: '13', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '10', 2: None, 3: None}, 1, 38, 33]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 40, 34]"
"A0,A1,A4,A2,A3",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '1', 2: '14', 3: None}, 2, 37, 34]","['agent_2', True, {1: '13', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '12', 2: None, 3: None}, 1, 38, 33]","['agent_4', True, {1: '10', 2: None, 3: None}, 1, 40, 34]"
"A0,A1,A4,A3,A2",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '1', 2: '14', 3: None}, 2, 37, 34]","['agent_2', True, {1: '13', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '12', 2: None, 3: None}, 1, 38, 33]","['agent_4', True, {1: '10', 2: None, 3: None}, 1, 40, 34]"
"A0,A2,A1,A3,A4",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '10', 2: '14', 3: None}, 2, 37, 34]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '12', 2: None, 3: None}, 1, 38, 33]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 40, 34]"
"A0,A2,A1,A4,A3",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '10', 2: '14', 3: None}, 2, 37, 34]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '13', 2: None, 3: None}, 1, 38, 33]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 40, 34]"
"A0,A2,A3,A1,A4",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '13', 2: None, 3: None}, 1, 37, 34]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '10', 2: '15', 3: None}, 2, 38, 33]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 40, 34]"
"A0,A2,A3,A4,A1",0.14285714285714285,3,"['agent_0', True, {1: '11', 2: None, 3: None}, 1, 23, 14]","['agent_1', True, {1: '13', 2: None, 3: None}, 1, 37, 34]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 42, 37]","['agent_3', True, {1: '10', 2: '15', 3: None}, 2, 38, 33]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 40, 34]"
