order,Vp,numberOfTurn,0,1
"A0,A1",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '11', 3: '13', 4: None}, 3, 37, 32]","['agent_1', True, {1: '10', 2: '12', 3: '14', 4: None}, 3, 51, 50]"
"A1,A0",0.14285714285714285,4,"['agent_0', True, {1: '11', 2: '12', 3: '14', 4: None}, 3, 37, 32]","['agent_1', True, {1: '1', 2: '10', 3: '13', 4: None}, 3, 51, 50]"
