order,Vp,numberOfTurn,0,1,2,3
"A0,A1,A2,A3",0.14285714285714285,4,"['agent_0', True, {1: '11', 2: '12', 3: '14', 4: None}, 3, 31, 23]","['agent_1', False, {1: '5', 2: '17', 3: '44', 4: None}, 3, 17, 7]","['agent_2', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 45]","['agent_3', True, {1: '10', 2: None, 3: None, 4: None}, 1, 39, 33]"
"A0,A1,A3,A2",0.14285714285714285,4,"['agent_0', True, {1: '11', 2: '12', 3: None, 4: None}, 2, 31, 23]","['agent_1', False, {1: '5', 2: '17', 3: '44', 4: None}, 3, 17, 7]","['agent_2', True, {1: '10', 2: '14', 3: None, 4: None}, 2, 48, 45]","['agent_3', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 39, 33]"
"A0,A2,A1,A3",0.14285714285714285,4,"['agent_0', True, {1: '11', 2: '12', 3: '15', 4: None}, 3, 31, 23]","['agent_1', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 17, 7]","['agent_2', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 45]","['agent_3', True, {1: '10', 2: '14', 3: None, 4: None}, 2, 39, 33]"
"A0,A2,A3,A1",0.14285714285714285,4,"['agent_0', True, {1: '11', 2: '12', 3: '15', 4: None}, 3, 31, 23]","['agent_1', False, {1: '17', 2: '44', 3: None, 4: None}, 2, 17, 7]","['agent_2', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 45]","['agent_3', True, {1: '10', 2: '14', 3: None, 4: None}, 2, 39, 33]"
"A0,A3,A1,A2",0.14285714285714285,4,"['agent_0', True, {1: '11', 2: '12', 3: '15', 4: None}, 3, 31, 23]","['agent_1', False, {1: None, 2: '17', 3: '44', 4: None}, 2, 17, 7]","['agent_2', True, {1: '10', 2: '14', 3: None, 4: None}, 2, 48, 45]","['agent_3', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 39, 33]"
"A0,A3,A2,A1",0.14285714285714285,4,"['agent_0', True, {1: '11', 2: '12', 3: '15', 4: None}, 3, 31, 23]","['agent_1', False, {1: '17', 2: '44', 3: None, 4: None}, 2, 17, 7]","['agent_2', True, {1: '10', 2: '14', 3: None, 4: None}, 2, 48, 45]","['agent_3', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 39, 33]"
"A1,A0,A2,A3",0.14285714285714285,4,"['agent_0', True, {1: '12', 2: '13', 3: '15', 4: None}, 3, 31, 23]","['agent_1', False, {1: '11', 2: '17', 3: '44', 4: None}, 3, 17, 7]","['agent_2', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 48, 45]","['agent_3', True, {1: '10', 2: None, 3: None, 4: None}, 1, 39, 33]"
"A1,A0,A3,A2",0.14285714285714285,4,"['agent_0', True, {1: '12', 2: '13', 3: None, 4: None}, 2, 31, 23]","['agent_1', False, {1: '11', 2: '17', 3: '44', 4: None}, 3, 17, 7]","['agent_2', True, {1: '10', 2: '15', 3: None, 4: None}, 2, 48, 45]","['agent_3', True, {1: '1', 2: '14', 3: None, 4: None}, 2, 39, 33]"
"A1,A2,A0,A3",0.14285714285714285,4,"['agent_0', True, {1: '12', 2: '14', 3: None, 4: None}, 2, 31, 23]","['agent_1', False, {1: '11', 2: '17', 3: '44', 4: None}, 3, 17, 7]","['agent_2', True, {1: '1', 2: '13', 3: '15', 4: None}, 3, 48, 45]","['agent_3', True, {1: '10', 2: None, 3: None, 4: None}, 1, 39, 33]"
"A1,A2,A3,A0",0.14285714285714285,4,"['agent_0', True, {1: '12', 2: '15', 3: None, 4: None}, 2, 31, 23]","['agent_1', False, {1: '11', 2: '17', 3: '44', 4: None}, 3, 17, 7]","['agent_2', True, {1: '1', 2: '13', 3: None, 4: None}, 2, 48, 45]","['agent_3', True, {1: '10', 2: '14', 3: None, 4: None}, 2, 39, 33]"
