order,Vp,numberOfTurn,0,1
"A0,A1",0.14285714285714285,4,"['agent_0', True, {1: '1', 2: '11', 3: '14', 4: None}, 3, 35, 29]","['agent_1', True, {1: '10', 2: '13', 3: '15', 4: None}, 3, 22, 17]"
"A1,A0",0.14285714285714285,4,"['agent_0', True, {1: '10', 2: '11', 3: '15', 4: None}, 3, 35, 29]","['agent_1', True, {1: '1', 2: '13', 3: '14', 4: None}, 3, 22, 17]"
