order,Vp,numberOfTurn,0,1
"A0,A1",0.16666666666666666,4,"['agent_0', True, {1: '12', 2: '13', 3: '15', 4: None}, 3, 26, 16]","['agent_1', True, {1: '10', 2: '14', 3: None, 4: None}, 2, 38, 31]"
"A1,A0",0.16666666666666666,4,"['agent_0', True, {1: '12', 2: '14', 3: None, 4: None}, 2, 26, 16]","['agent_1', True, {1: '10', 2: '13', 3: '15', 4: None}, 3, 38, 31]"
