order,Vp,numberOfTurn,0,1,2,3
"A0,A1,A2,A3",0.19047619047619047,6,"['agent_0', False, {1: '1', 2: '17', 3: '47', 4: '48', 5: '50', 6: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: None, 4: '46', 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '2', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A0,A1,A3,A2",0.19047619047619047,7,"['agent_0', False, {1: '1', 2: '17', 3: None, 4: '47', 5: '48', 6: '50', 7: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: '2', 3: None, 4: None, 5: None, 6: None, 7: None}, 2, 17, 6]","['agent_2', False, {1: None, 2: '46', 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 19, 8]","['agent_3', True, {1: '10', 2: '11', 3: '15', 4: None, 5: None, 6: None, 7: None}, 3, 38, 30]"
"A0,A2,A1,A3",0.19047619047619047,6,"['agent_0', False, {1: '1', 2: '17', 3: '47', 4: '48', 5: '50', 6: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: None, 4: '46', 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '2', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A0,A2,A3,A1",0.19047619047619047,6,"['agent_0', False, {1: '1', 2: '17', 3: '47', 4: '48', 5: '50', 6: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: None, 4: '46', 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '2', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A0,A3,A1,A2",0.19047619047619047,7,"['agent_0', False, {1: '1', 2: '17', 3: None, 4: '47', 5: '48', 6: '50', 7: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 17, 6]","['agent_2', False, {1: None, 2: None, 3: '46', 4: None, 5: None, 6: None, 7: None}, 1, 19, 8]","['agent_3', True, {1: '10', 2: '11', 3: '15', 4: '2', 5: None, 6: None, 7: None}, 4, 38, 30]"
"A0,A3,A2,A1",0.19047619047619047,6,"['agent_0', False, {1: '1', 2: '17', 3: '47', 4: '48', 5: '50', 6: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 17, 6]","['agent_2', False, {1: '15', 2: '46', 3: None, 4: None, 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '10', 2: '11', 3: '2', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A1,A0,A2,A3",0.19047619047619047,6,"['agent_0', False, {1: '1', 2: '17', 3: '47', 4: '48', 5: '50', 6: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: None, 4: '46', 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '2', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A1,A0,A3,A2",0.19047619047619047,7,"['agent_0', False, {1: '1', 2: '17', 3: None, 4: '47', 5: '48', 6: '50', 7: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: '2', 3: None, 4: None, 5: None, 6: None, 7: None}, 2, 17, 6]","['agent_2', False, {1: None, 2: '46', 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 19, 8]","['agent_3', True, {1: '10', 2: '11', 3: '15', 4: None, 5: None, 6: None, 7: None}, 3, 38, 30]"
"A1,A2,A0,A3",0.19047619047619047,6,"['agent_0', False, {1: None, 2: None, 3: '47', 4: '48', 5: '50', 6: None}, 3, 13, 3]","['agent_1', True, {1: '14', 2: '2', 3: None, 4: None, 5: None, 6: None}, 2, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: '46', 4: '26', 5: None, 6: None}, 3, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '6', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A1,A2,A3,A0",0.19047619047619047,6,"['agent_0', False, {1: None, 2: '47', 3: '26', 4: '48', 5: '50', 6: None}, 4, 13, 3]","['agent_1', True, {1: '14', 2: '2', 3: None, 4: None, 5: None, 6: None}, 2, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: '46', 4: None, 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '6', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A1,A3,A0,A2",0.19047619047619047,6,"['agent_0', False, {1: None, 2: '47', 3: '26', 4: '48', 5: '50', 6: None}, 4, 13, 3]","['agent_1', True, {1: '14', 2: '2', 3: None, 4: None, 5: None, 6: None}, 2, 17, 6]","['agent_2', False, {1: '15', 2: '46', 3: None, 4: None, 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '10', 2: '11', 3: '6', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A1,A3,A2,A0",0.19047619047619047,4,"['agent_0', False, {1: '47', 2: '48', 3: '50', 4: None}, 3, 13, 3]","['agent_1', True, {1: '14', 2: '2', 3: None, 4: None}, 2, 17, 6]","['agent_2', False, {1: '15', 2: '46', 3: '26', 4: None}, 3, 19, 8]","['agent_3', True, {1: '10', 2: '11', 3: '6', 4: None}, 3, 38, 30]"
"A2,A0,A1,A3",0.19047619047619047,6,"['agent_0', False, {1: '1', 2: '17', 3: '47', 4: '48', 5: '50', 6: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: '46', 4: None, 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '2', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A2,A0,A3,A1",0.19047619047619047,6,"['agent_0', False, {1: '1', 2: '17', 3: '47', 4: '48', 5: '50', 6: None}, 5, 13, 3]","['agent_1', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None}, 1, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: '46', 4: None, 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '2', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A2,A1,A0,A3",0.19047619047619047,6,"['agent_0', False, {1: None, 2: None, 3: '47', 4: '48', 5: '50', 6: None}, 3, 13, 3]","['agent_1', True, {1: '14', 2: '2', 3: None, 4: None, 5: None, 6: None}, 2, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: '46', 4: '26', 5: None, 6: None}, 3, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '6', 4: None, 5: None, 6: None}, 3, 38, 30]"
"A2,A1,A3,A0",0.19047619047619047,6,"['agent_0', False, {1: None, 2: '47', 3: '26', 4: '48', 5: '50', 6: None}, 4, 13, 3]","['agent_1', True, {1: '14', 2: '2', 3: None, 4: None, 5: None, 6: None}, 2, 17, 6]","['agent_2', False, {1: '10', 2: None, 3: '46', 4: None, 5: None, 6: None}, 2, 19, 8]","['agent_3', True, {1: '11', 2: '15', 3: '6', 4: None, 5: None, 6: None}, 3, 38, 30]"
