order,Vp,numberOfTurn,0,1,2,3,4,5
"A0,A1,A2,A3,A4,A5",0.15,9,"['agent_0', False, {1: '1', 2: None, 3: '17', 4: '39', 5: '44', 6: '22', 7: '50', 8: '46', 9: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: None, 4: '42', 5: '47', 6: None, 7: None, 8: None, 9: None}, 3, 22, 14]","['agent_2', True, {1: '10', 2: '14', 3: '15', 4: '2', 5: '4', 6: None, 7: None, 8: None, 9: None}, 5, 47, 44]","['agent_3', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 33, 20]","['agent_5', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 18, 7]"
"A0,A1,A2,A3,A5,A4",0.15,8,"['agent_0', False, {1: '1', 2: '17', 3: '39', 4: '44', 5: '22', 6: '50', 7: '46', 8: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: '42', 4: '47', 5: None, 6: None, 7: None, 8: None}, 3, 22, 14]","['agent_2', True, {1: '10', 2: '15', 3: '2', 4: '4', 5: None, 6: None, 7: None, 8: None}, 4, 47, 44]","['agent_3', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None}, 1, 31, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None}, 1, 33, 20]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None}, 1, 18, 7]"
"A0,A1,A2,A4,A3,A5",0.15,9,"['agent_0', False, {1: '1', 2: None, 3: '17', 4: '39', 5: '44', 6: '22', 7: '50', 8: '46', 9: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: None, 4: '42', 5: '47', 6: None, 7: None, 8: None, 9: None}, 3, 22, 14]","['agent_2', True, {1: '10', 2: '13', 3: '15', 4: '2', 5: '4', 6: None, 7: None, 8: None, 9: None}, 5, 47, 44]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 31, 16]","['agent_4', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 33, 20]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 18, 7]"
"A0,A1,A2,A4,A5,A3",0.15,9,"['agent_0', False, {1: '1', 2: None, 3: '17', 4: '39', 5: '44', 6: '22', 7: '50', 8: '46', 9: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: None, 4: '42', 5: '47', 6: None, 7: None, 8: None, 9: None}, 3, 22, 14]","['agent_2', True, {1: '10', 2: '13', 3: '15', 4: '2', 5: '4', 6: None, 7: None, 8: None, 9: None}, 5, 47, 44]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 31, 16]","['agent_4', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 33, 20]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 18, 7]"
"A0,A1,A2,A5,A3,A4",0.15,9,"['agent_0', False, {1: '1', 2: None, 3: '17', 4: '39', 5: '44', 6: '22', 7: '50', 8: '46', 9: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: None, 4: '42', 5: '47', 6: None, 7: None, 8: None, 9: None}, 3, 22, 14]","['agent_2', True, {1: '10', 2: '14', 3: '15', 4: '2', 5: '4', 6: None, 7: None, 8: None, 9: None}, 5, 47, 44]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 31, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 33, 20]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 18, 7]"
"A0,A1,A2,A5,A4,A3",0.15,9,"['agent_0', False, {1: '1', 2: None, 3: '17', 4: '39', 5: '44', 6: '22', 7: '50', 8: '46', 9: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: None, 4: '42', 5: '47', 6: None, 7: None, 8: None, 9: None}, 3, 22, 14]","['agent_2', True, {1: '10', 2: '14', 3: '15', 4: '2', 5: '4', 6: None, 7: None, 8: None, 9: None}, 5, 47, 44]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 31, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 33, 20]","['agent_5', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 18, 7]"
"A0,A1,A3,A2,A4,A5",0.15,9,"['agent_0', False, {1: '1', 2: None, 3: '17', 4: '39', 5: '44', 6: '22', 7: '50', 8: '46', 9: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: None, 4: '42', 5: '47', 6: None, 7: None, 8: None, 9: None}, 3, 22, 14]","['agent_2', True, {1: '10', 2: '14', 3: '15', 4: '2', 5: '4', 6: None, 7: None, 8: None, 9: None}, 5, 47, 44]","['agent_3', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 33, 20]","['agent_5', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 18, 7]"
"A0,A1,A3,A2,A5,A4",0.15,8,"['agent_0', False, {1: '1', 2: '17', 3: '39', 4: '44', 5: '22', 6: '50', 7: '46', 8: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: '42', 4: '47', 5: None, 6: None, 7: None, 8: None}, 3, 22, 14]","['agent_2', True, {1: '10', 2: '15', 3: '2', 4: '4', 5: None, 6: None, 7: None, 8: None}, 4, 47, 44]","['agent_3', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None}, 1, 31, 16]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None}, 1, 33, 20]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None}, 1, 18, 7]"
"A0,A1,A3,A4,A2,A5",0.15,9,"['agent_0', False, {1: '1', 2: None, 3: '17', 4: '39', 5: '44', 6: '22', 7: '50', 8: '46', 9: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: None, 4: '42', 5: '47', 6: None, 7: None, 8: None, 9: None}, 3, 22, 14]","['agent_2', True, {1: '13', 2: None, 3: '15', 4: '2', 5: '4', 6: None, 7: None, 8: None, 9: None}, 4, 47, 44]","['agent_3', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 16]","['agent_4', True, {1: '10', 2: '14', 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 2, 33, 20]","['agent_5', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 18, 7]"
"A0,A1,A3,A4,A5,A2",0.15,8,"['agent_0', False, {1: '1', 2: '17', 3: '39', 4: '44', 5: '22', 6: '50', 7: '46', 8: None}, 7, 30, 21]","['agent_1', False, {1: '11', 2: None, 3: '42', 4: '47', 5: None, 6: None, 7: None, 8: None}, 3, 22, 14]","['agent_2', True, {1: '13', 2: '15', 3: '2', 4: '4', 5: None, 6: None, 7: None, 8: None}, 4, 47, 44]","['agent_3', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None}, 1, 31, 16]","['agent_4', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None}, 1, 33, 20]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None}, 1, 18, 7]"
