order,Vp,numberOfTurn,0,1,2
"A0,A1,A2",0.14285714285714285,3,True,True,True
"A0,A2,A1",0.14285714285714285,3,True,True,True
"A1,A0,A2",0.14285714285714285,3,True,True,True
"A1,A2,A0",0.14285714285714285,3,True,True,True
"A2,A0,A1",0.14285714285714285,3,True,True,True
"A2,A1,A0",0.14285714285714285,3,True,True,True
